OBJECTID_1,Join_Count,TARGET_FID,JOIN_FID,Record_ID,Store_Name,Store_Stre,Additonal_,City,State,Zip_Code,Address,Zip4,County,Store_Type,Latitude,Longitude,Incentive_,Grantee_Na,ObjectId,CookCounty
211,1,211,138,501689,Joe's Food & Liquor,3626 W Lawrence Ave,,Chicago,IL,60625,"3626 W Lawrence Ave, Chicago, IL, 60625",5684,COOK,Grocery Store,41.96841,-87.719284,,,16365,Albany Park
288,1,288,138,394417,LEBANESE MEAT MARKET,4657 N Kedzie Ave,,Chicago,IL,60625,"4657 N Kedzie Ave, Chicago, IL, 60625",4426,COOK,Specialty Store,41.966373,-87.708138,,,22335,Albany Park
433,1,433,138,534616,LINDO MICHOACAN,3142 W Lawrence Ave,,Chicago,IL,60625,"3142 W Lawrence Ave, Chicago, IL, 60625",4228,COOK,Super Store,41.968487,-87.707619,,,33987,Albany Park
434,1,434,138,609379,Walgreens 09709,4010 W Lawrence Avenue,,Chicago,IL,60630,"4010 W Lawrence Avenue, Chicago, IL, 60630",,COOK,Other,41.968288,-87.728485,,,34114,Albany Park
581,1,581,138,728209,FEYROUS PASTRIES,4510 N Kedzie Ave,,Chicago,IL,60625,"4510 N Kedzie Ave, Chicago, IL, 60625",4511,COOK,Convenience Store,41.963219,-87.708382,,,45055,Albany Park
626,1,626,138,781237,KAPATID ORIENTIAL STORE,3538 W Lawrence Ave,,Chicago,IL,60625,"3538 W Lawrence Ave, Chicago, IL, 60625",5628,COOK,Grocery Store,41.968414,-87.717171,,,48844,Albany Park
732,1,732,138,672288,ALDI 40006 40006,5001 N Pulaski Rd,,Chicago,IL,60630,"5001 N Pulaski Rd, Chicago, IL, 60630",2706,COOK,Supermarket,41.971878,-87.72805,,,57970,Albany Park
795,1,795,138,817290,Family Dollar 6918,3239 W Lawrence Ave,,Chicago,IL,60625,"3239 W Lawrence Ave, Chicago, IL, 60625",5222,COOK,Other,41.968388,-87.709808,,,61998,Albany Park
835,1,835,138,853542,Joony Mart,4947 N Kedzie Ave,,Chicago,IL,60625,"4947 N Kedzie Ave, Chicago, IL, 60625",5009,COOK,Convenience Store,41.971127,-87.708473,,,64195,Albany Park
840,1,840,138,822422,Chicago Produce,3500 W Lawrence Ave,,Chicago,IL,60625,"3500 W Lawrence Ave, Chicago, IL, 60625",5612,COOK,Super Store,41.968636,-87.716103,,,65316,Albany Park
843,1,843,138,820725,Drake Quick Mart,3524 W Montrose Ave,,Chicago,IL,60618,"3524 W Montrose Ave, Chicago, IL, 60618",1377,COOK,Convenience Store,41.961384,-87.716591,,,65402,Albany Park
966,1,966,138,946165,INDO-PAK MEAT & GROCERY,3922 W Lawrence Ave,,Chicago,IL,60625,"3922 W Lawrence Ave, Chicago, IL, 60625",6212,COOK,Grocery Store,41.968311,-87.726524,,,72507,Albany Park
1280,1,1280,138,1134969,Adrians's Food Market 2 Inc 1,3258 W Montrose Ave,,Chicago,IL,60618,"3258 W Montrose Ave, Chicago, IL, 60618",1224,COOK,Grocery Store,41.961208,-87.709946,,,96918,Albany Park
1298,1,1298,138,1137517,Cremeria La Ordena 2,3810 W Lawrence Ave,,Chicago,IL,60625,"3810 W Lawrence Ave, Chicago, IL, 60625",6206,COOK,Grocery Store,41.968315,-87.72377,,,98470,Albany Park
1339,1,1339,138,1142385,Dollar Tree 5537,4920 N Pulaski Rd,,Chicago,IL,60630,"4920 N Pulaski Rd, Chicago, IL, 60630",2813,COOK,Other,41.970737,-87.728142,,,101432,Albany Park
1397,1,1396,138,1116609,Wilson & Kedzie Food,4553 N Kedzie Ave,,Chicago,IL,60625,"4553 N Kedzie Ave, Chicago, IL, 60625",4553,COOK,Grocery Store,41.964527,-87.708,,,105859,Albany Park
1448,1,1447,138,1521622,El Cangrejo Guayaco,4749 N Albany Ave,,Chicago,IL,60625,"4749 N Albany Ave, Chicago, IL, 60625",4418,COOK,Other,41.968269,-87.705841,,,111396,Albany Park
1481,1,1480,138,1215639,7-eleven 36061A,4401 N Pulaski Rd,,Chicago,IL,60630,"4401 N Pulaski Rd, Chicago, IL, 60630",4413,COOK,Convenience Store,41.961056,-87.727776,,,114503,Albany Park
1643,1,1642,138,1199864,Sana Food Mart Inc,4458 N Kedzie Ave,Ste 1,Chicago,IL,60625,"4458 N Kedzie Ave, Chicago, IL, 60625",6687,COOK,Convenience Store,41.962261,-87.708313,,,127392,Albany Park
1666,1,1665,138,1175238,Mega Grocery Inc,3827 W Lawrence Ave,,Chicago,IL,60625,"3827 W Lawrence Ave, Chicago, IL, 60625",6356,COOK,Grocery Store,41.968079,-87.724182,,,129018,Albany Park
1681,1,1680,138,1280954,Sunnyside Stop,4501 N Kedzie Ave,,Chicago,IL,60625,"4501 N Kedzie Ave, Chicago, IL, 60625",4592,COOK,Grocery Store,41.963184,-87.707977,,,130388,Albany Park
1737,1,1736,138,1206191,Nick Pantry,4403 N Elston Ave,,Chicago,IL,60630,"4403 N Elston Ave, Chicago, IL, 60630",4418,COOK,Convenience Store,41.961021,-87.729767,,,135307,Albany Park
1845,1,1844,138,1290194,Mona Food Mart,3334 W Lawrence Ave,,Chicago,IL,60625,"3334 W Lawrence Ave, Chicago, IL, 60625",5248,COOK,Convenience Store,41.968674,-87.712357,,,142333,Albany Park
1958,1,1957,138,1256369,Seafood City Supermarket 25,5033 N Elston Ave,,Chicago,IL,60630,"5033 N Elston Ave, Chicago, IL, 60630",1707,COOK,Supermarket,41.972172,-87.746696,,,151930,Albany Park
2106,1,2105,138,1390379,Sheeba Meat & Grocery,4307 W Lawrence Ave,,Chicago,IL,60630,"4307 W Lawrence Ave, Chicago, IL, 60630",2652,COOK,Grocery Store,41.968121,-87.735855,,,162381,Albany Park
2121,1,2120,138,1331045,M And K Bakery Inc. Dba Markellos Bakery,3520 W Lawrence Ave,,Chicago,IL,60625,"3520 W Lawrence Ave, Chicago, IL, 60625",5612,COOK,Convenience Store,41.968723,-87.716568,,,163912,Albany Park
2175,1,2174,138,1430996,Mountrose Supermarket & Taqueria Inc.,3440 W Montrose Ave,,Chicago,IL,60618,"3440 W Montrose Ave, Chicago, IL, 60618",1138,COOK,Grocery Store,41.961262,-87.714661,,,167853,Albany Park
2195,1,2194,138,1434449,Ryans Food Store,4900 N Pulaski Rd,,Chicago,IL,60630,"4900 N Pulaski Rd, Chicago, IL, 60630",2813,COOK,Grocery Store,41.970203,-87.728355,,,169687,Albany Park
2317,1,2316,138,1424149,Target Store T3314,4631 W Foster Ave,,Chicago,IL,60630,"4631 W Foster Ave, Chicago, IL, 60630",1709,COOK,Super Store,41.975311,-87.742676,,,178200,Albany Park
2428,1,2427,138,1457853,DOLLARTREE 8840,4540 N Pulaski Rd,,Chicago,IL,60630,"4540 N Pulaski Rd, Chicago, IL, 60630",4416,COOK,Other,41.963726,-87.728233,,,186152,Albany Park
2526,1,2525,138,1485669,Starline Wine & Spirits Inc,3654-56 Lawrence Ave,,Chicago,IL,60625,"3654-56 Lawrence Ave, Chicago, IL, 60625",,COOK,Convenience Store,41.968594,-87.720474,,,193568,Albany Park
2806,1,2805,138,1248601,7-eleven 33779C,2900 W Montrose Ave,,Chicago,IL,60618,"2900 W Montrose Ave, Chicago, IL, 60618",1404,COOK,Convenience Store,41.961277,-87.70121,,,214599,Albany Park
2852,1,2851,138,1086768,Bharat Bazar,3900 W Lawrence Ave,,Chicago,IL,60625,"3900 W Lawrence Ave, Chicago, IL, 60625",6212,COOK,Other,41.968315,-87.725639,,,218754,Albany Park
2859,1,2858,138,1129226,Sahar International Supermarket,4851 N Kedzie Ave,,Chicago,IL,60625,"4851 N Kedzie Ave, Chicago, IL, 60625",5206,COOK,Other,41.969975,-87.708122,,,219152,Albany Park
2886,1,2885,138,1284990,Paradise Mart,4809 N Central Park Ave,,Chicago,IL,60625,"4809 N Central Park Ave, Chicago, IL, 60625",5603,COOK,Convenience Store,41.968658,-87.71817,,,221297,Albany Park
2919,1,2918,138,1556598,T & C Grocery Market 1 Inc,4754 N Bernard St,,Chicago,IL,60625,"4754 N Bernard St, Chicago, IL, 60625",5302,COOK,Grocery Store,41.968025,-87.714638,,,224510,Albany Park
3124,1,3123,138,1253223,Elgeeb Grocery,4805 N Pulaski Rd,,Chicago,IL,60630,"4805 N Pulaski Rd, Chicago, IL, 60630",2810,COOK,Grocery Store,41.968407,-87.728012,,,241083,Albany Park
3289,1,3288,138,1587615,D&d Convenience Store Inc,3634 W Lawrence Ave,,Chicago,IL,60625,"3634 W Lawrence Ave, Chicago, IL, 60625",5626,COOK,Convenience Store,41.968601,-87.719711,,,254321,Albany Park
3353,1,3352,138,1606481,Dardashe Inc,4740 N Kedzie Ave,,Chicago,IL,60625,"4740 N Kedzie Ave, Chicago, IL, 60625",4421,COOK,Convenience Store,41.967384,-87.708527,,,257627,Albany Park
3421,1,3420,138,1364036,Food Stop,3734 W Lawrence Ave,,Chicago,IL,60625,"3734 W Lawrence Ave, Chicago, IL, 60625",5791,COOK,Convenience Store,41.968571,-87.722153,,,262268,Albany Park
65,1,65,38,309715,WALGREENS 5055,12290 S Pulaski Rd,,Alsip,IL,60803,"12290 S Pulaski Rd, Alsip, IL, 60803",1405,COOK,Other,41.66954,-87.719528,,,4956,Alsip
102,1,102,38,349602,ALDI 62017 62017,11340 S Cicero Ave,,Alsip,IL,60803,"11340 S Cicero Ave, Alsip, IL, 60803",2826,COOK,Supermarket,41.687901,-87.739662,,,7249,Alsip
200,1,200,38,377752,FOOD 4 LESS MIDWEST 553,12150 S Pulaski Rd,,Alsip,IL,60803,"12150 S Pulaski Rd, Alsip, IL, 60803",1224,COOK,Super Store,41.672028,-87.719627,,,15569,Alsip
260,1,260,38,544495,Jewel Food Store 3098,12001 S Pulaski Rd,,Alsip,IL,60803,"12001 S Pulaski Rd, Alsip, IL, 60803",1221,COOK,Supermarket,41.674664,-87.719582,,,19947,Alsip
270,1,270,38,406711,ALDI 68021 68021,12050 S Pulaski Rd,,Alsip,IL,60803,"12050 S Pulaski Rd, Alsip, IL, 60803",1222,COOK,Supermarket,41.673809,-87.719696,,,20461,Alsip
1186,1,1186,38,1048262,Speedway 7750,5320 W 127th St,,Alsip,IL,60803,"5320 W 127th St, Alsip, IL, 60803",3219,COOK,Convenience Store,41.661533,-87.753174,,,89720,Alsip
1350,1,1350,38,1067884,Speedway 7461,12700 S Pulaski Rd,,Alsip,IL,60803,"12700 S Pulaski Rd, Alsip, IL, 60803",1915,COOK,Convenience Store,41.662083,-87.719238,,,102085,Alsip
1447,1,1446,38,1090668,Family Dollar 8660,12299 S Pulaski Rd,,Alsip,IL,60803,"12299 S Pulaski Rd, Alsip, IL, 60803",1404,COOK,Other,41.669407,-87.719376,,,111395,Alsip
1467,1,1466,38,1208908,Dollar Tree 5991,12005 S Cicero Ave,,Alsip,IL,60803,"12005 S Cicero Ave, Alsip, IL, 60803",2312,COOK,Other,41.674164,-87.739052,,,113566,Alsip
1530,1,1529,38,1247647,Pilot Travel Center 1030,12680 S Kedzie Ave,,Alsip,IL,60803,"12680 S Kedzie Ave, Alsip, IL, 60803",1030,COOK,Convenience Store,41.663422,-87.699883,,,118358,Alsip
1726,1,1725,38,1284077,Alsip Bp Inc,12230 S Cicero Ave,,Alsip,IL,60803,"12230 S Cicero Ave, Alsip, IL, 60803",2907,COOK,Convenience Store,41.670792,-87.738991,,,134561,Alsip
2013,1,2012,38,1364032,Alsip Simple Mart Inc,11725 S Pulaski Rd,,Alsip,IL,60803,"11725 S Pulaski Rd, Alsip, IL, 60803",1605,COOK,Convenience Store,41.679443,-87.719818,,,156807,Alsip
2499,1,2498,38,1499699,Lenny's Gas N Wash 127th And Kostner,4361 W 127th Street,,Alsip,IL,60803,"4361 W 127th Street, Alsip, IL, 60803",,COOK,Convenience Store,41.661877,-87.72776,,,192014,Alsip
2740,1,2739,38,1542180,7-eleven #38959a 38959A,4000 W 127th St,,Alsip,IL,60803,"4000 W 127th St, Alsip, IL, 60803",1923,COOK,Convenience Store,41.662437,-87.719688,,,209021,Alsip
3040,1,3039,38,1276833,Simon Oil Inc,11901 S Pulaski Rd,,Alsip,IL,60803,"11901 S Pulaski Rd, Alsip, IL, 60803",1114,COOK,Convenience Store,41.676342,-87.719681,,,234845,Alsip
3259,1,3258,38,1563959,Speedy Tobacco & Mini Mart,5410 W 127th St,,Alsip,IL,60803,"5410 W 127th St, Alsip, IL, 60803",3338,COOK,Convenience Store,41.661861,-87.755157,,,251577,Alsip
3336,1,3335,38,1586495,Food & Paper Supply Co.,4360 128th Pl,,Alsip,IL,60803,"4360 128th Pl, Alsip, IL, 60803",2852,COOK,Grocery Store,41.660912,-87.727493,,,256794,Alsip
3377,1,3376,38,1608032,Shell Gas Station,12954 S Cicero Ave,,Alsip,IL,60803,"12954 S Cicero Ave, Alsip, IL, 60803",3004,COOK,Convenience Store,41.657391,-87.738846,,,259442,Alsip
17,1,17,190,246281,SUPERMERCADO RIVERA INC.,4334 W 51st St,,Chicago,IL,60632,"4334 W 51st St, Chicago, IL, 60632",4551,COOK,Other,41.800518,-87.732353,,,946,Archer Heights
383,1,383,190,603765,Pete's Fresh Market 3,4343 S Pulaski Rd,,Chicago,IL,60632,"4343 S Pulaski Rd, Chicago, IL, 60632",4008,COOK,Super Store,41.813801,-87.723808,,,30235,Archer Heights
487,1,487,190,550519,WALGREENS 5867,3943 W 47th St,,Chicago,IL,60632,"3943 W 47th St, Chicago, IL, 60632",4145,COOK,Other,41.807861,-87.722855,,,37933,Archer Heights
551,1,551,190,709359,ALDI 62010 62010,4501 S Pulaski Rd,,Chicago,IL,60632,"4501 S Pulaski Rd, Chicago, IL, 60632",4035,COOK,Supermarket,41.811489,-87.723663,,,41891,Archer Heights
1522,1,1521,190,1029407,South Pulaski Mobil,4540 S. Pulaski,,Chicago,IL,60632,"4540 S. Pulaski, Chicago, IL, 60632",,COOK,Convenience Store,41.81031,-87.723717,,,117868,Archer Heights
2425,1,2424,190,1491273,Carniceria La Hacienda,5050 S Archer Ave,,Chicago,IL,60632,"5050 S Archer Ave, Chicago, IL, 60632",4509,COOK,Other,41.801476,-87.726501,,,185891,Archer Heights
2736,1,2735,190,1511839,4647 Pulaski Inc,4647 S Pulaski Rd,,Chicago,IL,60632,"4647 S Pulaski Rd, Chicago, IL, 60632",4037,COOK,Convenience Store,41.808178,-87.723305,,,208648,Archer Heights
2991,1,2990,190,783490,Target Store 1879,4433 S Pulaski Rd,,Chicago,IL,60632,"4433 S Pulaski Rd, Chicago, IL, 60632",4010,COOK,Super Store,41.812752,-87.723724,,,231168,Archer Heights
3392,1,3391,190,1110374,Citgo Gas,4319 W 47th St,,Chicago,IL,60632,"4319 W 47th St, Chicago, IL, 60632",4403,COOK,Convenience Store,41.807453,-87.731697,,,260488,Archer Heights
15,1,15,7,245559,Jewel Food Store 3422,122 N Vail Ave,,Arlington Hts,IL,60005,"122 N Vail Ave, Arlington Hts, IL, 60005",1432,COOK,Supermarket,42.084003,-87.984154,,,837,Arlington Heights
189,1,189,7,415622,ALDI 40055 40055,550 E Golf Rd,,Arlington Hts,IL,60005,"550 E Golf Rd, Arlington Hts, IL, 60005",4012,COOK,Supermarket,42.051418,-87.976105,,,14760,Arlington Heights
408,1,408,7,574054,Jewel Food Store 3478,440 E Rand Rd,,Arlington Heights,IL,60004,"440 E Rand Rd, Arlington Heights, IL, 60004",,COOK,Supermarket,42.110489,-87.977158,,,32160,Arlington Heights
543,1,543,7,623705,Jewel Food Store 3461,1860 S Arlington Heights Rd,,Arlington Heights,IL,60005,"1860 S Arlington Heights Rd, Arlington Heights, IL, 60005",3764,COOK,Supermarket,42.051823,-87.981964,,,41326,Arlington Heights
624,1,624,7,592932,Trader Joe's 687,17 W Rand Rd,,Arlington Heights,IL,60004,"17 W Rand Rd, Arlington Heights, IL, 60004",3132,COOK,Supermarket,42.113636,-87.982018,,,48387,Arlington Heights
880,1,880,7,919293,Walgreens 00039,235 E Palatine Rd,,Arlington Heights,IL,60004,"235 E Palatine Rd, Arlington Heights, IL, 60004",3936,COOK,Other,42.109673,-87.979073,,,67166,Arlington Heights
882,1,882,7,919306,Walgreens 03512,1711 W Campbell St,,Arlington Heights,IL,60005,"1711 W Campbell St, Arlington Heights, IL, 60005",1517,COOK,Other,42.082409,-88.003952,,,67215,Arlington Heights
928,1,928,7,920194,Walgreens 09246,1000 E Northwest Hwy,,Arlington Heights,IL,60004,"1000 E Northwest Hwy, Arlington Heights, IL, 60004",6235,COOK,Other,42.078934,-87.971321,,,69758,Arlington Heights
1029,1,1029,7,951656,Mariano's Fresh Market 8501,802 E Northwest Hwy,,Arlington Heights,IL,60004,"802 E Northwest Hwy, Arlington Heights, IL, 60004",6233,COOK,Super Store,42.079849,-87.973259,,,77805,Arlington Heights
1110,1,1110,7,955996,Dollartree 4413,89 W Golf Rd,,Arlington Heights,IL,60005,"89 W Golf Rd, Arlington Heights, IL, 60005",3905,COOK,Other,42.051327,-87.982895,,,83289,Arlington Heights
1181,1,1181,7,1048223,Speedway 7504,1902 N Arlington Heights Rd,,Arlington Heights,IL,60004,"1902 N Arlington Heights Rd, Arlington Heights, IL, 60004",3107,COOK,Convenience Store,42.110207,-87.980476,,,89627,Arlington Heights
1241,1,1241,7,1052535,Dollar Tree 4870,77 W Rand Rd,,Arlington Heights,IL,60004,"77 W Rand Rd, Arlington Heights, IL, 60004",3132,COOK,Other,42.114357,-87.983093,,,93758,Arlington Heights
1251,1,1251,7,1442684,Primo Dollar Plus,1748 W Algonquin Rd,,Arlington Heights,IL,60005,"1748 W Algonquin Rd, Arlington Heights, IL, 60005",3405,COOK,Convenience Store,42.057705,-88.005852,,,94600,Arlington Heights
1329,1,1329,7,900022,Walgreens 05594,3 E Golf Rd,,Arlington Heights,IL,60005,"3 E Golf Rd, Arlington Heights, IL, 60005",4001,COOK,Other,42.05138,-87.981293,,,100960,Arlington Heights
1585,1,1584,7,1272536,Arlington Heights BP GEI-158,2250 S Arlington Heights Rd,,Arlington Heights,IL,60005,"2250 S Arlington Heights Rd, Arlington Heights, IL, 60005",4108,COOK,Convenience Store,42.044659,-87.983009,,,122844,Arlington Heights
1838,1,1837,7,1605531,Amazon Fresh MAL2,325 E Palatine Rd,,Arlington Heights,IL,60004,"325 E Palatine Rd, Arlington Heights, IL, 60004",3938,COOK,Super Store,42.107758,-87.977386,,,141988,Arlington Heights
2101,1,2100,7,1461859,Graham C-Stores Co - Arlington Heights 192,2113 N Arlington Heights Rd,,Arlington Heights,IL,60004,"2113 N Arlington Heights Rd, Arlington Heights, IL, 60004",3110,COOK,Convenience Store,42.111839,-87.980087,,,162294,Arlington Heights
2104,1,2103,7,1461864,Graham C-stores Co - Dundee 193,1006 W Dundee Rd,,Arlington Heights,IL,60004,"1006 W Dundee Rd, Arlington Heights, IL, 60004",1420,COOK,Convenience Store,42.13969,-87.995468,,,162334,Arlington Heights
2108,1,2107,7,1390184,El Barrio Fresh,1414 W Algonquin Rd,,Arlington Heights,IL,60005,"1414 W Algonquin Rd, Arlington Heights, IL, 60005",3402,COOK,Grocery Store,42.056522,-88.001686,,,162657,Arlington Heights
2171,1,2170,7,1431345,7-eleven #33876d #33876D,1418 E Hintz Rd,,Arlington Heights,IL,60004,"1418 E Hintz Rd, Arlington Heights, IL, 60004",2207,COOK,Convenience Store,42.124966,-87.965347,,,167686,Arlington Heights
2253,1,2252,7,1410168,BP,1001 E Algonquin Rd,,Arlington Heights,IL,60005,"1001 E Algonquin Rd, Arlington Heights, IL, 60005",4719,COOK,Convenience Store,42.038849,-87.969025,,,173818,Arlington Heights
2286,1,2285,7,1600494,Arlington Heights Mobil,1880 S Arlington Heights Rd,,Arlington Heights,IL,60005,"1880 S Arlington Heights Rd, Arlington Heights, IL, 60005",3764,COOK,Convenience Store,42.051804,-87.982315,,,175516,Arlington Heights
2330,1,2329,7,1408021,7-eleven 38644,1650 W Algonquin Rd,,Arlington Heights,IL,60005,"1650 W Algonquin Rd, Arlington Heights, IL, 60005",3404,COOK,Convenience Store,42.057137,-88.002556,,,179672,Arlington Heights
2365,1,2364,7,1456395,Grace Foods,807 W Rand Rd,Ste B,Arlington Heights,IL,60004,"807 W Rand Rd, Arlington Heights, IL, 60004",2329,COOK,Grocery Store,42.120579,-87.992905,,,182368,Arlington Heights
2785,1,2784,7,1542432,Brookhaven Market 4,450 E Golf Rd,,Arlington Heights,IL,60005,"450 E Golf Rd, Arlington Heights, IL, 60005",4010,COOK,Super Store,42.051971,-87.976601,,,212715,Arlington Heights
3295,1,3294,7,1597769,Dollar General 30513,456 E Rand Rd,,Arlington Heights,IL,60004,"456 E Rand Rd, Arlington Heights, IL, 60004",3101,COOK,Other,42.111149,-87.976051,,,254507,Arlington Heights
8,1,8,171,250653,Chicago Food Market Inc,2245 S Wentworth Ave,,Chicago,IL,60616,"2245 S Wentworth Ave, Chicago, IL, 60616",2011,COOK,Other,41.851517,-87.631897,,,243,Armour Square
154,1,154,171,322048,Tai Wah Grocery,2226 S Wentworth Ave,,Chicago,IL,60616,"2226 S Wentworth Ave, Chicago, IL, 60616",2016,COOK,Other,41.852036,-87.632286,,,12177,Armour Square
437,1,437,171,841415,Liang Corp.,211 W 22nd Pl,,Chicago,IL,60616,"211 W 22nd Pl, Chicago, IL, 60616",1901,COOK,Grocery Store,41.852135,-87.63253,,,34559,Armour Square
564,1,564,171,637647,WALGREENS 04752,316 W Cermak Rd,,Chicago,IL,60616,"316 W Cermak Rd, Chicago, IL, 60616",1916,COOK,Other,41.852932,-87.63533,,,43232,Armour Square
622,1,622,171,780816,SILVER STATE CITY FOOD COMPANY,2420 S Wentworth Ave,,Chicago,IL,60616,"2420 S Wentworth Ave, Chicago, IL, 60616",2202,COOK,Other,41.848782,-87.631981,,,48063,Armour Square
787,1,787,171,816723,Best Choice Oriental Grocery Inc,2403 S Wentworth Ave,,Chicago,IL,60616,"2403 S Wentworth Ave, Chicago, IL, 60616",2201,COOK,Other,41.849098,-87.631851,,,61614,Armour Square
844,1,844,171,835126,Liberty Mart Inc,215 W 31st St,,Chicago,IL,60616,"215 W 31st St, Chicago, IL, 60616",3701,COOK,Convenience Store,41.838184,-87.632286,,,65597,Armour Square
965,1,965,171,1576076,Wing Cheong Grocery Inc,2317 S Wentworth Ave,,Chicago,IL,60616,"2317 S Wentworth Ave, Chicago, IL, 60616",2013,COOK,Grocery Store,41.850468,-87.631668,,,72365,Armour Square
1066,1,1066,171,1293152,Wahmei Food Corp,2409 S Wentworth Ave,,Chicago,IL,60616,"2409 S Wentworth Ave, Chicago, IL, 60616",2201,COOK,Other,41.848759,-87.631874,,,80069,Armour Square
1362,1,1362,171,1068804,Gong Ming Food Market,208 W 24th St,,Chicago,IL,60616,"208 W 24th St, Chicago, IL, 60616",2214,COOK,Grocery Store,41.849209,-87.632233,,,103216,Armour Square
1427,1,1426,171,1025304,Star Light Food Market II,2832 S Wentworth Ave,,Chicago,IL,60616,"2832 S Wentworth Ave, Chicago, IL, 60616",2706,COOK,Grocery Store,41.841602,-87.632164,,,109571,Armour Square
1821,1,1820,171,1393307,J Freshmart Inc,2411 S Wallace St,,Chicago,IL,60616,"2411 S Wallace St, Chicago, IL, 60616",1855,COOK,Grocery Store,41.849045,-87.641479,,,140707,Armour Square
1908,1,1907,171,1350065,Jonkia Enterprises Llc,2425 S Wallace St,,Chicago,IL,60616,"2425 S Wallace St, Chicago, IL, 60616",1855,COOK,Grocery Store,41.848736,-87.642006,,,148681,Armour Square
2198,1,2197,171,1464484,Rong Shing Trading,2112 S Archer Ave,,Chicago,IL,60616,"2112 S Archer Ave, Chicago, IL, 60616",1514,COOK,Other,41.854424,-87.632576,,,169906,Armour Square
2551,1,2550,171,912191,Wing Ho 128 Inc,244 W 26th St,,Chicago,IL,60616,"244 W 26th St, Chicago, IL, 60616",4943,COOK,Specialty Store,41.845772,-87.633636,,,195497,Armour Square
2614,1,2613,171,1503613,Sun Wing Supermarket,2701 S Wells St,,Chicago,IL,60616,"2701 S Wells St, Chicago, IL, 60616",2747,COOK,Grocery Store,41.843868,-87.632675,,,201230,Armour Square
2639,1,2638,171,1539434,Sea Cucumber City,247 W Cermak Rd,,Chicago,IL,60616,"247 W Cermak Rd, Chicago, IL, 60616",1913,COOK,Grocery Store,41.852596,-87.63385,,,202626,Armour Square
2789,1,2788,171,1550493,Happy Market,2334 S Wentworth Ave,Ste 103,Chicago,IL,60616,"2334 S Wentworth Ave, Chicago, IL, 60616",2038,COOK,Grocery Store,41.849869,-87.632271,,,213172,Armour Square
3177,1,3176,171,1061798,Yee Wau Tong,211 W Cermak Rd,,Chicago,IL,60616,"211 W Cermak Rd, Chicago, IL, 60616",1913,COOK,Specialty Store,41.852612,-87.632553,,,245684,Armour Square
23,1,23,204,248389,ALDI 62083 62083,8333 S Cicero Ave,,Chicago,IL,60652,"8333 S Cicero Ave, Chicago, IL, 60652",3562,COOK,Supermarket,41.741074,-87.741028,,,1616,Ashburn
463,1,463,204,527188,CVS 4979,7855 S Western Ave,,Chicago,IL,60620,"7855 S Western Ave, Chicago, IL, 60620",5823,COOK,Other,41.750942,-87.6828,,,36621,Ashburn
575,1,575,204,638782,El Ranchito Food,8327 S Pulaski Rd,,Chicago,IL,60652,"8327 S Pulaski Rd, Chicago, IL, 60652",3117,COOK,Grocery Store,41.741531,-87.721184,,,44711,Ashburn
664,1,664,204,1598825,Pete's Market 18,3250 W 87th St,,Chicago,IL,60652,"3250 W 87th St, Chicago, IL, 60652",3768,COOK,Super Store,41.737289,-87.703354,,,52853,Ashburn
968,1,968,204,946510,ALI GABER INC. 0,3645 W 79th St,,Chicago,IL,60652,"3645 W 79th St, Chicago, IL, 60652",1818,COOK,Convenience Store,41.749565,-87.714081,,,72828,Ashburn
1087,1,1087,204,1038036,Citgo Fuel & Mini Mart,8200 S Kedzie Ave,,Chicago,IL,60652,"8200 S Kedzie Ave, Chicago, IL, 60652",3329,COOK,Convenience Store,41.74419,-87.702271,,,81116,Ashburn
1236,1,1236,204,321508,Pan Baguette Bakery,8325 S Pulaski Rd,,Chicago,IL,60652,"8325 S Pulaski Rd, Chicago, IL, 60652",3117,COOK,Other,41.741531,-87.721184,,,93560,Ashburn
1399,1,1398,204,1242132,Dollar Tree 6354,3920 W 79th St,,Chicago,IL,60652,"3920 W 79th St, Chicago, IL, 60652",2302,COOK,Other,41.749607,-87.721062,,,106116,Ashburn
1723,1,1722,204,1283712,Dollar Tree 7227,7901 S Western Ave,,Chicago,IL,60620,"7901 S Western Ave, Chicago, IL, 60620",5912,COOK,Other,41.749702,-87.682793,,,134065,Ashburn
1770,1,1769,204,1348626,New Quick Market LLC,8301 S Kedzie Ave,,Chicago,IL,60652,"8301 S Kedzie Ave, Chicago, IL, 60652",3308,COOK,Convenience Store,41.742233,-87.702148,,,137954,Ashburn
1909,1,1908,204,1350141,Falcon Fuel,7858 S Western Ave,,Chicago,IL,60620,"7858 S Western Ave, Chicago, IL, 60620",5822,COOK,Convenience Store,41.750679,-87.682922,,,148700,Ashburn
1966,1,1965,204,1360927,Pulaski Gas 82 Inc,8256 S Pulaski Rd,,Chicago,IL,60652,"8256 S Pulaski Rd, Chicago, IL, 60652",2997,COOK,Convenience Store,41.742455,-87.722252,,,152658,Ashburn
2125,1,2124,204,1574174,S & H Convenient Store Inc,3352 W 79th St,,Chicago,IL,60652,"3352 W 79th St, Chicago, IL, 60652",1528,COOK,Convenience Store,41.750092,-87.706909,,,164254,Ashburn
2246,1,2245,204,1475453,Southwest Wine & Spirit Inc,3647 W 83rd Pl,,Chicago,IL,60652,"3647 W 83rd Pl, Chicago, IL, 60652",3203,COOK,Convenience Store,41.741039,-87.713882,,,173391,Ashburn
