OBJECTID_1,Join_Count,TARGET_FID,JOIN_FID,Record_ID,Store_Name,Store_Stre,Additonal_,City,State,Zip_Code,Address,Zip4,County,Store_Type,Latitude,Longitude,Incentive_,Grantee_Na,ObjectId,CookCounty
1175,1,1175,169,1048092,Speedway 8309,2303 S Western Ave,,Chicago,IL,60608,"2303 S Western Ave, Chicago, IL, 60608",3817,COOK,Convenience Store,41.85001,-87.685547,,,89397,Lower West Side
1437,1,1436,169,1071727,Mexico's Live Poultry Inc.dba: Western Poultry,2003 S Western Ave,,Chicago,IL,60608,"2003 S Western Ave, Chicago, IL, 60608",2504,COOK,Specialty Store,41.85463,-87.68544,,,110341,Lower West Side
1452,1,1451,169,1089156,1602 Cermak Inc,1602 W Cermak Rd,,Chicago,IL,60608,"1602 W Cermak Rd, Chicago, IL, 60608",4414,COOK,Convenience Store,41.852379,-87.666107,,,111859,Lower West Side
1753,1,1752,169,1375806,Park To Shop Supermarket Canal,1835 S Canal St,,Chicago,IL,60616,"1835 S Canal St, Chicago, IL, 60616",1522,COOK,Grocery Store,41.856533,-87.638374,,,136502,Lower West Side
1919,1,1918,169,1111011,Fard One Incorporated,1721 S Paulina St,,Chicago,IL,60608,"1721 S Paulina St, Chicago, IL, 60608",1916,COOK,Convenience Store,41.857975,-87.668457,,,149214,Lower West Side
2007,1,2006,169,1458639,La Hacienda Brands Inc,2420 S Wood St,,Chicago,IL,60608,"2420 S Wood St, Chicago, IL, 60608",5306,COOK,Super Store,41.847179,-87.671425,,,156296,Lower West Side
2118,1,2117,169,1429010,88 Marketplace,2105 S Jefferson St,,Chicago,IL,60616,"2105 S Jefferson St, Chicago, IL, 60616",1822,COOK,Other,41.854324,-87.641685,,,163468,Lower West Side
2123,1,2122,169,1356391,Urban Canopy Headquarters,2550 S Leavitt St,,Chicago,IL,60608,"2550 S Leavitt St, Chicago, IL, 60608",5214,COOK,Farmers and Markets,41.844799,-87.68055,,Experimental Station Chicago,164055,Lower West Side
2272,1,2271,169,1435946,Luna's Grocery Store Inc,1900 S Leavitt St,,Chicago,IL,60608,"1900 S Leavitt St, Chicago, IL, 60608",2524,COOK,Grocery Store,41.855652,-87.681183,,,174943,Lower West Side
2394,1,2393,169,1479632,Pilsen Tobacco & Convenience Store Inc,1332 W 18th St,,Chicago,IL,60608,"1332 W 18th St, Chicago, IL, 60608",3849,COOK,Convenience Store,41.85807,-87.660194,,,183567,Lower West Side
2406,1,2405,169,1610451,Citgo Island Food Mart,2584 S Blue Island Ave,,Chicago,IL,60608,"2584 S Blue Island Ave, Chicago, IL, 60608",4816,COOK,Convenience Store,41.845364,-87.684837,,,184336,Lower West Side
2412,1,2411,169,1407787,Damen Food,2001 S Damen Ave,,Chicago,IL,60608,"2001 S Damen Ave, Chicago, IL, 60608",2624,COOK,Convenience Store,41.854866,-87.675858,,,184869,Lower West Side
2453,1,2452,169,1517440,2107 Western Inc,2107 S Western Ave,,Chicago,IL,60608,"2107 S Western Ave, Chicago, IL, 60608",3813,COOK,Convenience Store,41.853565,-87.685387,,,188345,Lower West Side
2546,1,2545,169,1536520,Cermak Fresh Market,1711 W Cermak Rd,,Chicago,IL,60608,"1711 W Cermak Rd, Chicago, IL, 60608",4315,COOK,Super Store,41.851753,-87.669128,,,194769,Lower West Side
2826,1,2825,169,1044426,18th Ruble Shell,1741 S Ruble St,,Chicago,IL,60616,"1741 S Ruble St, Chicago, IL, 60616",1132,COOK,Convenience Store,41.857742,-87.6437,,,216443,Lower West Side
2958,1,2957,169,1123004,Supermarket La Familia 1,2300 W 23rd St,Ste 1,Chicago,IL,60608,"2300 W 23rd St, Chicago, IL, 60608",3844,COOK,Grocery Store,41.850266,-87.683311,,,228059,Lower West Side
2972,1,2971,169,1529977,Supermercado Salas,2158 W 21st Pl,,Chicago,IL,60608,"2158 W 21st Pl, Chicago, IL, 60608",4848,COOK,Grocery Store,41.853294,-87.680603,,,229297,Lower West Side
3063,1,3062,169,1205245,Lulu's Grocery Inc. 1,2215 S Leavitt St,,Chicago,IL,60608,"2215 S Leavitt St, Chicago, IL, 60608",4007,COOK,Convenience Store,41.851452,-87.680672,,,236676,Lower West Side
2137,1,2136,53,1391810,Lynwood Gas And Food Mart Inc,2398 Glenwood Dyer Rd,,Lynwood,IL,60411,"2398 Glenwood Dyer Rd, Lynwood, IL, 60411",8622,COOK,Convenience Store,41.524162,-87.558838,,,165655,Lynwood
2256,1,2255,53,1476302,Dollar General 22876,1615 Glenwood Dyer Rd,,Lynwood,IL,60411,"1615 Glenwood Dyer Rd, Lynwood, IL, 60411",,COOK,Other,41.531269,-87.577393,,,173980,Lynwood
191,1,191,54,417055,Walgreens 1450,4101 1st Ave,,Lyons,IL,60534,"4101 1st Ave, Lyons, IL, 60534",1028,COOK,Other,41.815491,-87.833817,,,14965,Lyons
224,1,224,54,541535,ALDI 62086 62086,7235 39th St,,Lyons,IL,60534,"7235 39th St, Lyons, IL, 60534",1266,COOK,Supermarket,41.821106,-87.803337,,,17206,Lyons
1179,1,1179,54,1048115,Rebel 872,8716 Ogden Ave,,Lyons,IL,60534,"8716 Ogden Ave, Lyons, IL, 60534",1041,COOK,Convenience Store,41.816406,-87.839043,,,89526,Lyons
1536,1,1535,54,1160671,Family Dollar Store 10766,4165 1st Ave,,Lyons,IL,60534,"4165 1st Ave, Lyons, IL, 60534",1028,COOK,Other,41.815136,-87.833817,,,118644,Lyons
2022,1,2021,54,1262278,7-Eleven 33899B,4200 1st Ave,,Lyons,IL,60534,"4200 1st Ave, Lyons, IL, 60534",1030,COOK,Convenience Store,41.814331,-87.833939,,,157372,Lyons
2868,1,2867,54,1232471,Nancy Food And Gas,8050 Ogden Ave,,Lyons,IL,60534,"8050 Ogden Ave, Lyons, IL, 60534",1179,COOK,Convenience Store,41.818825,-87.82328,,,220141,Lyons
283,1,283,28,306308,SPEEDWAY 7760,16649 Kedzie Ave,,Markham,IL,60428,"16649 Kedzie Ave, Markham, IL, 60428",5512,COOK,Convenience Store,41.587177,-87.694427,,,21901,Markham
318,1,318,28,635205,Fairplay Finer Food,3057 W 159th St,,Markham,IL,60428,"3057 W 159th St, Markham, IL, 60428",4003,COOK,Super Store,41.600758,-87.691513,,,24388,Markham
364,1,364,28,1594344,Two Cousins Food,2819 167th St,Ste 5f,Hazel Crest,IL,60429,"2819 167th St, Hazel Crest, IL, 60429",1089,COOK,Convenience Store,41.585316,-87.68531,,,28740,Markham
1553,1,1552,28,1192496,Markham Gas & Food Inc.,3546 W 159th St,,Markham,IL,60428,"3546 W 159th St, Markham, IL, 60428",4047,COOK,Convenience Store,41.600769,-87.704102,,,119780,Markham
1734,1,1733,28,1208368,Bp Gas Station,3328 W 159th St,,Markham,IL,60428,"3328 W 159th St, Markham, IL, 60428",4045,COOK,Convenience Store,41.600792,-87.698128,,,135170,Markham
1814,1,1813,28,1394336,Markham Mobil,15857 Crawford Ave,,Markham,IL,60428,"15857 Crawford Ave, Markham, IL, 60428",4432,COOK,Convenience Store,41.602825,-87.716789,,,140328,Markham
1925,1,1924,28,1159293,Maple Petroleum Inc,3553 W 159th St,,Markham,IL,60428,"3553 W 159th St, Markham, IL, 60428",4011,COOK,Convenience Store,41.600399,-87.70385,,,149416,Markham
2136,1,2135,28,1392382,DOLLARTREE 8401,2935 W 159th St,,Markham,IL,60428,"2935 W 159th St, Markham, IL, 60428",4002,COOK,Other,41.600304,-87.689201,,,165581,Markham
2723,1,2722,28,1547793,Markham Mini Mart Inc,16655 Crawford Ave,,Markham,IL,60428,"16655 Crawford Ave, Markham, IL, 60428",5313,COOK,Convenience Store,41.586567,-87.713188,,,207772,Markham
2763,1,2762,28,1474457,Markham Food & Tobacco,15912 Kedzie Ave,,Markham,IL,60428,"15912 Kedzie Ave, Markham, IL, 60428",4017,COOK,Grocery Store,41.600021,-87.695061,,,211142,Markham
3106,1,3105,28,1302104,Markham Shell,15901 Crawford Ave,,Markham,IL,60428,"15901 Crawford Ave, Markham, IL, 60428",4471,COOK,Convenience Store,41.602253,-87.716774,,,239996,Markham
3408,1,3407,28,1619578,Thorntons 221346,3148 W 159th St,,Markham,IL,60428,"3148 W 159th St, Markham, IL, 60428",4042,COOK,Convenience Store,41.601292,-87.693893,,,261240,Markham
367,1,367,3,689507,Gordon Food Service Store MP058,20930 Crawford Ave,,Olympia Fields,IL,60461,"20930 Crawford Ave, Olympia Fields, IL, 60461",1091,COOK,Supermarket,41.50914,-87.713234,,,28812,Matteson
635,1,635,3,694894,ALDI 68052 68052,20713 S Cicero Ave,,Matteson,IL,60443,"20713 S Cicero Ave, Matteson, IL, 60443",1653,COOK,Supermarket,41.512753,-87.732399,,,49717,Matteson
661,1,661,3,783432,DOLLAR TREE 3414,4840 211th St,#A-1,Matteson,IL,60443,"4840 211th St, Matteson, IL, 60443",1636,COOK,Other,41.506222,-87.732925,,,52720,Matteson
1065,1,1065,3,953135,Circle K 4706767,4755 Vollmer Rd,,Matteson,IL,60443,"4755 Vollmer Rd, Matteson, IL, 60443",1272,COOK,Convenience Store,41.527943,-87.730789,,,80017,Matteson
1366,1,1365,3,1070032,Citgo Fuel & Mini Mart (Marathon),4750 Lincoln Hwy,,Matteson,IL,60443,"4750 Lincoln Hwy, Matteson, IL, 60443",2316,COOK,Convenience Store,41.506199,-87.731705,,,103647,Matteson
1782,1,1781,3,1366141,Family Dollar 12377,5640 Lincoln Hwy,,Matteson,IL,60443,"5640 Lincoln Hwy, Matteson, IL, 60443",1503,COOK,Other,41.506264,-87.752396,,,138672,Matteson
1828,1,1827,3,1393985,Goldenmyne African Store,187 Town Center Rd,,Matteson,IL,60443,"187 Town Center Rd, Matteson, IL, 60443",2245,COOK,Grocery Store,41.504402,-87.736389,,,140907,Matteson
2145,1,2144,3,1433937,Main Street Food & Deli,21450 Main St,,Matteson,IL,60443,"21450 Main St, Matteson, IL, 60443",2567,COOK,Convenience Store,41.499325,-87.70388,,,166055,Matteson
2348,1,2347,3,1437431,Pete's Fresh Market 17,4233 211th St,,Matteson,IL,60443,"4233 211th St, Matteson, IL, 60443",2694,COOK,Super Store,41.50528,-87.717278,,,181320,Matteson
2576,1,2575,3,1471315,On The Go Amoco,21102 Governors Hwy,,Matteson,IL,60443,"21102 Governors Hwy, Matteson, IL, 60443",,COOK,Convenience Store,41.506012,-87.713226,,,197930,Matteson
82,1,82,56,232393,ONE STOP EXPRESS FOOD & LIQUOR,1014 S 17th Ave,,Maywood,IL,60153,"1014 S 17th Ave, Maywood, IL, 60153",1704,COOK,Grocery Store,41.87801,-87.853645,,,5884,Maywood
237,1,237,56,428219,MORRIS MEAT MKT INC.,1406 S 5th Ave,,Maywood,IL,60153,"1406 S 5th Ave, Maywood, IL, 60153",2129,COOK,Grocery Store,41.875195,-87.838768,,,18340,Maywood
321,1,321,56,630939,Walgreens 03779,101 Lake St,,Maywood,IL,60153,"101 Lake St, Maywood, IL, 60153",1685,COOK,Other,41.888859,-87.834381,,,24627,Maywood
765,1,765,56,739669,Maywood Gas Inc,905 W Roosevelt Rd,,Maywood,IL,60153,"905 W Roosevelt Rd, Maywood, IL, 60153",3240,COOK,Convenience Store,41.864338,-87.843605,,,60920,Maywood
863,1,863,56,820289,Family Dollar 6290,1019 Madison St,,Maywood,IL,60153,"1019 Madison St, Maywood, IL, 60153",1936,COOK,Other,41.878857,-87.845863,,,65901,Maywood
874,1,874,56,749735,MAYWOOD MART CARE,1701 Harrison St,,Maywood,IL,60153,"1701 Harrison St, Maywood, IL, 60153",1740,COOK,Convenience Store,41.871407,-87.853363,,,66250,Maywood
1635,1,1634,56,1343657,Maywood Express Food Inc.,1001 S 9th Ave,,Maywood,IL,60153,"1001 S 9th Ave, Maywood, IL, 60153",1941,COOK,Grocery Store,41.878719,-87.84375,,,126849,Maywood
1671,1,1670,56,1177737,Alquity Inc,601 S 5th Ave,,Maywood,IL,60153,"601 S 5th Ave, Maywood, IL, 60153",2006,COOK,Convenience Store,41.882504,-87.838943,,,129354,Maywood
1742,1,1741,56,1526710,D & A Corner And More,1117 W Madison St,,Maywood,IL,60153,"1117 W Madison St, Maywood, IL, 60153",1938,COOK,Convenience Store,41.879162,-87.847023,,,135595,Maywood
1811,1,1810,56,1325107,101st Ave Fuel Inc,1001 S 1st Ave,,Maywood,IL,60153,"1001 S 1st Ave, Maywood, IL, 60153",2309,COOK,Convenience Store,41.878792,-87.833946,,,140009,Maywood
1834,1,1833,56,1367772,Kingston Market,1305 S 5th Ave,,Maywood,IL,60153,"1305 S 5th Ave, Maywood, IL, 60153",2126,COOK,Grocery Store,41.875973,-87.838478,,,141656,Maywood
1874,1,1873,56,989269,Extra Gas Inc,101 Madison St,,Maywood,IL,60153,"101 Madison St, Maywood, IL, 60153",2324,COOK,Convenience Store,41.879086,-87.834038,,,145043,Maywood
2170,1,2169,56,1573633,Vacha Enterprises,523 Lake St,,Maywood,IL,60153,"523 Lake St, Maywood, IL, 60153",1651,COOK,Convenience Store,41.890102,-87.84034,,,167672,Maywood
2379,1,2378,56,1415147,Maywood Veggie Rx,33 Legion St,,Maywood,IL,60153,"33 Legion St, Maywood, IL, 60153",2321,COOK,Farmers and Markets,41.877541,-87.830765,,,183133,Maywood
2404,1,2403,56,1416019,Lakewood Business Inc,15 N 1st Ave,,Maywood,IL,60153,"15 N 1st Ave, Maywood, IL, 60153",1601,COOK,Convenience Store,41.888393,-87.833931,,,183990,Maywood
2654,1,2653,56,1508922,Maywood One Stop Shop Inc,605 Lake St,,Maywood,IL,60153,"605 Lake St, Maywood, IL, 60153",1322,COOK,Convenience Store,41.890057,-87.840668,,,203542,Maywood
2702,1,2701,56,1510362,Maywood Marathon LLC,204 Lake St,,Maywood,IL,60153,"204 Lake St, Maywood, IL, 60153",1626,COOK,Convenience Store,41.888969,-87.835716,,,206661,Maywood
2781,1,2780,56,1560309,Lake Fuel,409 N 9th Ave,,Maywood,IL,60153,"409 N 9th Ave, Maywood, IL, 60153",1168,COOK,Convenience Store,41.891445,-87.844276,,,212462,Maywood
3060,1,3059,56,1567003,Lake Liquors,19 N 5th Ave,,Maywood,IL,60153,"19 N 5th Ave, Maywood, IL, 60153",1350,COOK,Other,41.889355,-87.838966,,,236580,Maywood
3345,1,3344,56,1599313,Real Foods Collective,602 N 3rd Ave,,Maywood,IL,60153,"602 N 3rd Ave, Maywood, IL, 60153",1118,COOK,Other,41.89286,-87.83728,,,257299,Maywood
3396,1,3395,55,1611347,MC Gas And Mart Inc.,8222 Joliet Rd,,MC Cook,IL,60525,"8222 Joliet Rd, MC Cook, IL, 60525",3188,COOK,Convenience Store,41.802052,-87.826477,,,260652,McCook
56,1,56,213,249482,Jewel Food Store 2602,3644 S Archer Ave,,Chicago,IL,60609,"3644 S Archer Ave, Chicago, IL, 60609",1044,COOK,Supermarket,41.827286,-87.682854,,,4406,McKinley Park
213,1,213,213,517194,Cermak Produce #5,3435 S Archer Ave,,Chicago,IL,60608,"3435 S Archer Ave, Chicago, IL, 60608",6836,COOK,Super Store,41.830929,-87.676186,,Experimental Station Chicago,16542,McKinley Park
346,1,346,213,485399,WALGREENS 1503,1926 W 35th St,,Chicago,IL,60609,"1926 W 35th St, Chicago, IL, 60609",1204,COOK,Other,41.83046,-87.673927,,,26894,McKinley Park
520,1,520,213,618116,LA PLACITA,1840 W 35th St,,Chicago,IL,60609,"1840 W 35th St, Chicago, IL, 60609",1201,COOK,Grocery Store,41.830486,-87.671379,,,40338,McKinley Park
809,1,809,213,915769,Shell 1,3510 S Ashland Ave,,Chicago,IL,60609,"3510 S Ashland Ave, Chicago, IL, 60609",1317,COOK,Convenience Store,41.830215,-87.665894,,,62630,McKinley Park
1231,1,1231,213,868274,Dollar Tree 743,1514 W 33rd St,Unit 26,Chicago,IL,60608,"1514 W 33rd St, Chicago, IL, 60608",6330,COOK,Other,41.834232,-87.664604,,,93283,McKinley Park
1335,1,1335,213,1145237,Mariano's 8520,3145 S Ashland Ave,,Chicago,IL,60608,"3145 S Ashland Ave, Chicago, IL, 60608",,COOK,Super Store,41.83614,-87.665672,,,101173,McKinley Park
1594,1,1593,213,1168223,Dollar Tree 5617,3400 S Archer Ave,,Chicago,IL,60608,"3400 S Archer Ave, Chicago, IL, 60608",6818,COOK,Other,41.832047,-87.674988,,,123907,McKinley Park
1738,1,1737,213,1526302,Bp Gas Station,3269 S Archer Ave,,Chicago,IL,60608,"3269 S Archer Ave, Chicago, IL, 60608",6839,COOK,Convenience Store,41.834309,-87.670769,,,135439,McKinley Park
2197,1,2196,213,1464322,Manny's Bakery,3170 S Ashland Ave,Ste F,Chicago,IL,60608,"3170 S Ashland Ave, Chicago, IL, 60608",6261,COOK,Convenience Store,41.835754,-87.666122,,,169865,McKinley Park
2284,1,2283,213,1422410,Family Dollar 12601,3542 S Archer Ave,,Chicago,IL,60609,"3542 S Archer Ave, Chicago, IL, 60609",1134,COOK,Other,41.829731,-87.679214,,,175355,McKinley Park
2334,1,2333,213,1454328,One Stop Market,3456 S Western Ave,,Chicago,IL,60608,"3456 S Western Ave, Chicago, IL, 60608",6047,COOK,Convenience Store,41.830425,-87.685341,,,179949,McKinley Park
2615,1,2614,213,1503900,35th Food & Fuel,3501 S Damen Ave,,Chicago,IL,60609,"3501 S Damen Ave, Chicago, IL, 60609",1107,COOK,Convenience Store,41.830147,-87.675056,,,201240,McKinley Park
2651,1,2650,213,1544589,7-Eleven Store 41961H,3743 S Archer Ave,,Chicago,IL,60632,"3743 S Archer Ave, Chicago, IL, 60632",1011,COOK,Convenience Store,41.825329,-87.685753,,,203423,McKinley Park
3117,1,3116,213,780329,Target Store 2078,1940 W 33rd St,,Chicago,IL,60608,"1940 W 33rd St, Chicago, IL, 60608",6107,COOK,Super Store,41.834122,-87.673996,,,240738,McKinley Park
3198,1,3197,213,1249583,Wala Wala Brothers Inc.,1810 W 35th St,,Chicago,IL,60609,"1810 W 35th St, Chicago, IL, 60609",1201,COOK,Convenience Store,41.830467,-87.67086,,,247547,McKinley Park
19,1,19,64,267341,SUPERMERCADO TORRES #4,124 N 19th Ave,,Melrose Park,IL,60160,"124 N 19th Ave, Melrose Park, IL, 60160",3703,COOK,Super Store,41.892094,-87.856987,,,1068,Melrose Park
30,1,30,64,238313,Jewel Food Store 3290,800 W North Ave,,Melrose Park,IL,60160,"800 W North Ave, Melrose Park, IL, 60160",,COOK,Supermarket,41.908058,-87.843681,,,2156,Melrose Park
298,1,298,64,393692,Tony's Fresh Market 367,2099 N Mannheim Rd,,Melrose Park,IL,60160,"2099 N Mannheim Rd, Melrose Park, IL, 60160",1000,COOK,Super Store,41.912712,-87.883919,,,22874,Melrose Park
304,1,304,64,597438,Carniceria Jiminez of Melrose Pk,717 N 19th Ave,,Melrose Park,IL,60160,"717 N 19th Ave, Melrose Park, IL, 60160",3723,COOK,Super Store,41.893948,-87.856537,,,23252,Melrose Park
470,1,470,64,802770,Food 4 Less Midwest 560,2525 W North Ave,,Melrose Park,IL,60160,"2525 W North Ave, Melrose Park, IL, 60160",1121,COOK,Super Store,41.909695,-87.865532,,,37164,Melrose Park
588,1,588,64,807802,DOLLAR TREE 0655,1320 Winston Plz,,Melrose Park,IL,60160,"1320 Winston Plz, Melrose Park, IL, 60160",1508,COOK,Other,41.906769,-87.849976,,,45616,Melrose Park
601,1,601,64,769439,Walgreens 09600,1445 W North Ave,,Melrose Park,IL,60160,"1445 W North Ave, Melrose Park, IL, 60160",1413,COOK,Other,41.908169,-87.850876,,,46497,Melrose Park
871,1,871,64,820414,Family Dollar 7538,905 N 25th Ave,,Melrose Park,IL,60160,"905 N 25th Ave, Melrose Park, IL, 60160",3022,COOK,Other,41.894871,-87.864014,,,65985,Melrose Park
1018,1,1018,64,950667,LA FLOR INC,2200 W Lake St,,Melrose Park,IL,60160,"2200 W Lake St, Melrose Park, IL, 60160",3621,COOK,Grocery Store,41.894161,-87.860382,,,77361,Melrose Park
1105,1,1105,64,859743,Aldi 40044,1345 W North Ave,,Melrose Park,IL,60160,"1345 W North Ave, Melrose Park, IL, 60160",,COOK,Supermarket,41.908188,-87.849136,,,82909,Melrose Park
1116,1,1116,64,957293,Neighborhood Liquor Inc,4501 W Lake St,,Melrose Park,IL,60160,"4501 W Lake St, Melrose Park, IL, 60160",2744,COOK,Convenience Store,41.898544,-87.888489,,,83630,Melrose Park
1601,1,1600,64,1250706,Dollar Tree 5857,1953 N Mannheim Rd,,Melrose Park,IL,60160,"1953 N Mannheim Rd, Melrose Park, IL, 60160",1012,COOK,Other,41.909363,-87.883789,,,124464,Melrose Park
1625,1,1624,64,976335,Costco Wholesale 1085,8400 W North Ave,,Melrose Park,IL,60160,"8400 W North Ave, Melrose Park, IL, 60160",1607,COOK,Super Store,41.908405,-87.836662,,,126310,Melrose Park
1651,1,1650,64,1313999,Jai Maa Group Inc,109 Broadway St,,Melrose Park,IL,60160,"109 Broadway St, Melrose Park, IL, 60160",3702,COOK,Convenience Store,41.891312,-87.856499,,,128219,Melrose Park
2335,1,2334,64,1454356,One Stop Liquor & Grocery,3505 W Lake St,,Melrose Park,IL,60160,"3505 W Lake St, Melrose Park, IL, 60160",2825,COOK,Convenience Store,41.897457,-87.876572,,,179974,Melrose Park
2353,1,2352,64,1438384,Rancho Nuevo Market Inc.,108 N 19th Ave,,Melrose Park,IL,60160,"108 N 19th Ave, Melrose Park, IL, 60160",3703,COOK,Grocery Store,41.891441,-87.85685,,,181635,Melrose Park
2560,1,2559,64,1519953,Melrose Mart Inc,1000 W Lake St,,Melrose Park,IL,60160,"1000 W Lake St, Melrose Park, IL, 60160",4147,COOK,Convenience Store,41.890743,-87.846016,,,196595,Melrose Park
2620,1,2619,64,1504795,7-eleven #33903B,1500 Broadway ave,,Melrose Park,IL,60160,"1500 Broadway ave, Melrose Park, IL, 60160",2140,COOK,Convenience Store,41.900742,-87.856941,,,201683,Melrose Park
2709,1,2708,64,977563,Delta-Sonic Carwash Systems Inc,8490 W North Ave,,Melrose Park,IL,60160,"8490 W North Ave, Melrose Park, IL, 60160",1607,COOK,Convenience Store,41.909061,-87.839211,,,207070,Melrose Park
2710,1,2709,64,768312,Target Store 837,850 W North Ave,,Melrose Park,IL,60160,"850 W North Ave, Melrose Park, IL, 60160",1611,COOK,Super Store,41.908047,-87.844269,,,207157,Melrose Park
2750,1,2749,64,1549541,Cermak Produce,950 Winston Plz,,Melrose Park,IL,60160,"950 Winston Plz, Melrose Park, IL, 60160",1502,COOK,Super Store,41.90757,-87.8479,,,209775,Melrose Park
3015,1,3014,64,1558719,All Day Dollar Plus,103 N 19th Ave,,Melrose Park,IL,60160,"103 N 19th Ave, Melrose Park, IL, 60160",3702,COOK,Grocery Store,41.891094,-87.856125,,,232902,Melrose Park
3143,1,3142,64,1585722,Celias Bakery,131 Broadway St,,Melrose Park,IL,60160,"131 Broadway St, Melrose Park, IL, 60160",3702,COOK,Specialty Store,41.89212,-87.856483,,,242379,Melrose Park
3209,1,3208,64,1563924,Melrose Mini Mart,1309 N 25th Ave,,Melrose Park,IL,60160,"1309 N 25th Ave, Melrose Park, IL, 60160",3026,COOK,Convenience Store,41.898758,-87.863838,,,248486,Melrose Park
3356,1,3355,64,1610542,7-Eleven Store 38541J,2400 W North Ave,,Melrose Park,IL,60160,"2400 W North Ave, Melrose Park, IL, 60160",1118,COOK,Convenience Store,41.907494,-87.863426,,,257703,Melrose Park
591,1,591,99,807823,Dollar Tree 2821,3341 W 115th St,,Merrionette Park,IL,60803,"3341 W 115th St, Merrionette Park, IL, 60803",4556,COOK,Other,41.68417,-87.703987,,,45673,Merrionette Park
967,1,967,99,882607,7-Eleven 23364,11459 S Kedzie Ave,,Merrionette Park,IL,60803,"11459 S Kedzie Ave, Merrionette Park, IL, 60803",4538,COOK,Convenience Store,41.684597,-87.70002,,,72533,Merrionette Park
1355,1,1355,99,1152953,Jewel Food Store 2504,3243 W 115th St,,Merrionette Park,IL,60803,"3243 W 115th St, Merrionette Park, IL, 60803",4555,COOK,Supermarket,41.684238,-87.701515,,,102431,Merrionette Park
3294,1,3293,99,1589175,Gas N Wash 119th & Kedzie,11849 S Kedzie Ave,,Merrionette Park,IL,60803,"11849 S Kedzie Ave, Merrionette Park, IL, 60803",4518,COOK,Convenience Store,41.677422,-87.699257,,,254363,Merrionette Park
33,1,33,75,288614,WALGREENS 11109,4800 W 148th Street,,MIDLOTHIAN,IL,60445,"4800 W 148th Street, MIDLOTHIAN, IL, 60445",,COOK,Other,41.623497,-87.737312,,,2266,Midlothian
255,1,255,75,630382,CVS 4978,14701 Pulaski Rd,,Midlothian,IL,60445,"14701 Pulaski Rd, Midlothian, IL, 60445",3410,COOK,Other,41.625179,-87.717644,,,19706,Midlothian
370,1,370,75,465029,Thorntons 112,14805 S Cicero Ave,,Oak Forest,IL,60452,"14805 S Cicero Ave, Oak Forest, IL, 60452",,COOK,Convenience Store,41.623062,-87.736755,,,29344,Midlothian
618,1,618,75,772411,MIDLOTHIAN CITGO,14506 Pulaski Rd,,Midlothian,IL,60445,"14506 Pulaski Rd, Midlothian, IL, 60445",2825,COOK,Convenience Store,41.62891,-87.71788,,,47799,Midlothian
688,1,688,75,778225,DOLLAR GENERAL 10419,14441 Cicero Ave,,Midlothian,IL,60445,"14441 Cicero Ave, Midlothian, IL, 60445",2535,COOK,Other,41.629593,-87.737404,,,55182,Midlothian
790,1,790,75,819618,Family Dollar 1414,14446 Pulaski Rd,,Midlothian,IL,60445,"14446 Pulaski Rd, Midlothian, IL, 60445",2823,COOK,Other,41.630177,-87.717979,,,61696,Midlothian
1425,1,1424,75,1119488,DOLLARTREE 5340,14800 Pulaski Rd,,Midlothian,IL,60445,"14800 Pulaski Rd, Midlothian, IL, 60445",3402,COOK,Other,41.622936,-87.717979,,,109354,Midlothian
1615,1,1614,75,1172145,Abarrotes Calvillo Corp,3837 147th St,,Midlothian,IL,60445,"3837 147th St, Midlothian, IL, 60445",3403,COOK,Convenience Store,41.625359,-87.714378,,,125654,Midlothian
1674,1,1673,75,1173733,Berkot's Super Foods 301,4640 147th St,,Midlothian,IL,60445,"4640 147th St, Midlothian, IL, 60445",2589,COOK,Super Store,41.625317,-87.733734,,,129612,Midlothian
1896,1,1895,75,1397565,Ricky Rockets Fuel Center Midlothian,14640 Cicero Ave,,Midlothian,IL,60445,"14640 Cicero Ave, Midlothian, IL, 60445",2557,COOK,Convenience Store,41.626575,-87.737373,,,147862,Midlothian
2127,1,2126,75,1380795,Madoris Liquor & Deli,14710 Cicero Ave,,Midlothian,IL,60445,"14710 Cicero Ave, Midlothian, IL, 60445",3173,COOK,Convenience Store,41.625008,-87.73732,,,164635,Midlothian
2187,1,2186,75,1382108,Five Star Community Food And Liquor Inc,3320 147th St,,Midlothian,IL,60445,"3320 147th St, Midlothian, IL, 60445",3612,COOK,Convenience Store,41.626198,-87.701622,,,168767,Midlothian
2209,1,2208,75,1339005,147th St Fuel Inc,4000 147th St,,Midlothian,IL,60445,"4000 147th St, Midlothian, IL, 60445",3356,COOK,Convenience Store,41.625557,-87.717964,,,170884,Midlothian
2241,1,2240,75,1409715,Save-a-lot 23538,14404 Pulaski Rd,,Midlothian,IL,60445,"14404 Pulaski Rd, Midlothian, IL, 60445",2823,COOK,Supermarket,41.630695,-87.719376,,,173300,Midlothian
311,1,311,154,366585,WALGREENS 04935,6809 W Belmont Ave,,Chicago,IL,60634,"6809 W Belmont Ave, Chicago, IL, 60634",4644,COOK,Other,41.938107,-87.796043,,,23788,Montclare
374,1,374,154,461612,Reuter's Bakery Llc,7177 W Grand Ave,,Chicago,IL,60707,"7177 W Grand Ave, Chicago, IL, 60707",2807,COOK,Specialty Store,41.923565,-87.805588,,,29650,Montclare
